Order_ID,Date,Brand,Category,Subcategory,Price_USD,Discount_%,Units_Sold,Revenue_USD,Rating,Num_Reviews,Region,Country,Sales_Channel,Customer_Gender,Customer_Age_Group,Customer_Skin_Type
ORD00498,2023-01-01,The Body Shop,Bath & Body,Hand Cream,101.71,20,35,3559.85,4.4,3,South,India,In-Store,Unisex,20-29,Combination
ORD00499,2023-07-14,Sugar Cosmetics,Skincare,Face Mask,114.32,25,51,5830.32,4.2,8,Central,USA,In-Store,Male,40-49,Combination
ORD00500,2024-11-05,Nivea,Skincare,Moisturizer,72.45,0,57,4129.65,3.6,5,North,USA,Online,Female,20-29,Oily
ORD00501,2023-02-02,Maybelline,Fragrance,Perfume,95.73,20,51,4882.23,4.3,12,West,Germany,In-Store,Female,30-39,Dry
ORD00502,2023-08-02,L'Oreal,Bath & Body,Body Lotion,21.92,25,157,3441.44,3.9,32,North,UAE,Online,Male,50+,Normal
ORD00503,2023-09-30,Himalaya,Haircare,Shampoo,80.99,0,59,4778.41,3.3,10,North,UK,Online,Female,50+,Oily
ORD00504,2024-01-30,Nivea,Skincare,Sunscreen,4.42,5,15,66.3,4.4,3,South,Germany,Online,Unisex,20-29,Sensitive
ORD00505,2024-10-15,Maybelline,Bath & Body,Soap,88.28,15,44,3884.32,3.5,7,West,UAE,Online,Female,20-29,Sensitive
ORD00506,2024-11-04,Revlon,Fragrance,Body Mist,80.5,0,37,2978.5,3.6,10,Central,Germany,In-Store,Male,30-39,Sensitive
ORD00507,2024-10-10,Sugar Cosmetics,Haircare,Hair Oil,119.21,20,13,1549.73,3.0,3,East,Germany,Online,Unisex,50+,Dry
ORD00508,2024-01-04,Lakme,Fragrance,Body Mist,114.26,25,6,685.56,4.6,0,West,UAE,Online,Unisex,13-19,Combination
ORD00509,2023-05-19,Nivea,Bath & Body,Body Lotion,69.0,10,124,8556.0,3.3,12,North,UK,Online,Female,30-39,Oily
ORD00510,2024-07-23,Nivea,Haircare,Hair Mask,110.43,0,50,5521.5,3.4,2,North,India,In-Store,Male,20-29,Dry
ORD00511,2023-09-13,Himalaya,Haircare,Hair Oil,7.21,5,58,418.18,3.9,16,East,UK,Online,Unisex,40-49,Sensitive
ORD00512,2024-05-09,Revlon,Makeup,Lipstick,71.05,0,172,12220.6,3.1,41,West,Germany,Online,Unisex,30-39,Oily
ORD00513,2023-02-27,Maybelline,Bath & Body,Soap,36.05,15,86,3100.3,3.8,23,East,UAE,In-Store,Female,20-29,Sensitive
ORD00514,2023-11-09,L'Oreal,Skincare,Serum,52.08,0,45,2343.6,4.9,4,East,Germany,Online,Male,50+,Dry
ORD00515,2024-04-01,Sugar Cosmetics,Makeup,Lipstick,72.16,0,31,2236.96,3.4,3,South,UAE,In-Store,Male,20-29,Dry
ORD00516,2024-08-08,The Body Shop,Haircare,Shampoo,11.33,0,58,657.14,4.7,14,Central,UAE,In-Store,Female,40-49,Sensitive
ORD00517,2023-05-19,MAC,Fragrance,Body Mist,79.59,25,18,1432.62,4.1,2,Central,USA,In-Store,Male,50+,Dry
ORD00518,2023-03-15,Nykaa,Bath & Body,Body Wash,52.75,10,102,5380.5,4.2,5,West,UK,Online,Female,40-49,Normal
ORD00519,2023-11-25,Nykaa,Haircare,Hair Oil,51.74,15,33,1707.42,3.6,4,Central,India,In-Store,Female,30-39,Sensitive
ORD00520,2024-03-27,MAC,Fragrance,Body Mist,29.96,0,19,569.24,4.4,4,South,USA,In-Store,Female,13-19,Oily
ORD00521,2023-06-01,Himalaya,Skincare,Sunscreen,102.27,10,17,1738.59,3.4,3,North,UK,Online,Male,40-49,Normal
ORD00522,2024-07-04,Nykaa,Skincare,Face Wash,98.56,5,16,1576.96,4.5,4,South,Germany,In-Store,Unisex,40-49,Sensitive
ORD00523,2024-08-19,Sugar Cosmetics,Makeup,Lipstick,118.23,0,40,4729.2,4.9,8,East,USA,Online,Male,20-29,Sensitive
ORD00524,2024-11-01,The Body Shop,Haircare,Shampoo,12.18,0,8,97.44,3.5,1,North,UAE,In-Store,Unisex,30-39,Oily
ORD00525,2023-08-25,Sugar Cosmetics,Skincare,Face Wash,71.3,20,73,5204.9,3.0,16,Central,India,In-Store,Male,50+,Sensitive
ORD00526,2024-05-27,Nykaa,Skincare,Sunscreen,91.8,25,87,7986.6,5.0,12,Central,India,Online,Female,50+,Combination
ORD00527,2023-06-10,Sugar Cosmetics,Haircare,Hair Serum,112.15,0,104,11663.6,4.6,29,East,UK,In-Store,Unisex,30-39,Dry
ORD00528,2024-10-02,L'Oreal,Bath & Body,Hand Cream,84.27,10,80,6741.6,4.3,20,West,India,In-Store,Female,20-29,Combination
ORD00529,2023-03-31,MAC,Fragrance,Body Mist,25.84,20,16,413.44,4.6,3,Central,Germany,Online,Male,20-29,Sensitive
ORD00530,2024-09-11,Lakme,Makeup,Eyeliner,113.81,15,95,10811.95,3.3,23,West,Germany,Online,Female,20-29,Sensitive
ORD00531,2023-11-13,MAC,Bath & Body,Body Wash,88.93,0,36,3201.48,4.0,3,West,USA,Online,Male,13-19,Sensitive
ORD00532,2023-11-22,MAC,Bath & Body,Body Lotion,85.47,0,69,5897.43,4.3,4,North,UK,In-Store,Male,30-39,Normal
ORD00533,2023-04-20,Nykaa,Haircare,Conditioner,62.06,0,51,3165.06,3.9,12,South,India,In-Store,Unisex,50+,Sensitive
ORD00534,2023-08-25,Nykaa,Makeup,Blush,67.67,0,61,4127.87,3.7,7,East,India,In-Store,Female,50+,Sensitive
ORD00535,2023-07-08,Revlon,Fragrance,Body Mist,104.96,20,23,2414.08,3.6,4,West,UAE,Online,Female,20-29,Dry
ORD00536,2023-10-04,L'Oreal,Skincare,Serum,69.89,20,86,6010.54,3.8,16,South,USA,Online,Female,20-29,Normal
ORD00537,2024-04-13,Revlon,Bath & Body,Soap,36.65,5,55,2015.75,4.7,7,West,UAE,Online,Unisex,40-49,Combination
ORD00538,2024-08-31,Himalaya,Fragrance,Body Mist,88.73,0,11,976.03,3.7,2,Central,India,In-Store,Male,13-19,Dry
ORD00539,2024-07-25,L'Oreal,Bath & Body,Soap,41.9,20,8,335.2,4.3,1,Central,India,Online,Male,40-49,Normal
ORD00540,2023-06-20,The Body Shop,Haircare,Hair Oil,81.56,20,44,3588.64,3.8,10,East,Germany,Online,Unisex,50+,Dry
ORD00541,2023-04-03,The Body Shop,Fragrance,Body Mist,14.86,0,14,208.04,3.7,4,South,Germany,Online,Male,40-49,Combination
ORD00542,2024-04-09,MAC,Fragrance,Perfume,10.9,5,9,98.1,3.9,2,West,India,In-Store,Male,20-29,Oily
ORD00543,2024-10-11,The Body Shop,Skincare,Moisturizer,85.43,15,22,1879.46,3.3,2,North,Germany,In-Store,Unisex,50+,Sensitive
ORD00544,2024-01-25,Nivea,Makeup,Eyeliner,27.02,0,9,243.18,3.4,1,South,UK,Online,Female,20-29,Dry
ORD00545,2023-11-13,Lakme,Skincare,Serum,116.32,25,20,2326.4,3.9,1,East,USA,Online,Female,20-29,Oily
ORD00546,2024-04-14,L'Oreal,Bath & Body,Hand Cream,73.09,25,57,4166.13,3.2,3,West,Germany,Online,Unisex,40-49,Dry
ORD00547,2024-04-09,The Body Shop,Makeup,Blush,115.91,20,89,10315.99,4.7,18,West,India,Online,Female,50+,Combination
ORD00548,2023-07-09,L'Oreal,Bath & Body,Body Wash,39.61,0,100,3961.0,4.6,28,North,UK,Online,Female,13-19,Sensitive
ORD00549,2023-03-31,Revlon,Bath & Body,Hand Cream,15.39,0,61,938.79,3.9,12,North,UAE,Online,Female,30-39,Sensitive
ORD00550,2024-08-15,The Body Shop,Bath & Body,Body Wash,85.03,15,61,5186.83,3.9,11,North,India,In-Store,Male,30-39,Normal
ORD00551,2023-03-08,Nivea,Skincare,Serum,32.61,10,48,1565.28,3.9,12,West,USA,Online,Unisex,30-39,Combination
ORD00552,2023-08-03,Nivea,Bath & Body,Soap,25.06,5,71,1779.26,4.0,5,Central,India,Online,Unisex,50+,Oily
ORD00553,2023-10-22,Himalaya,Fragrance,Body Mist,90.56,20,43,3894.08,3.0,6,Central,UK,In-Store,Unisex,50+,Sensitive
ORD00554,2024-07-30,Himalaya,Haircare,Conditioner,87.64,25,34,2979.76,5.0,7,Central,UAE,In-Store,Female,50+,Dry
ORD00555,2023-05-02,L'Oreal,Haircare,Conditioner,31.32,0,124,3883.68,4.2,6,West,India,Online,Unisex,40-49,Normal
ORD00556,2024-07-27,Revlon,Skincare,Face Wash,32.06,5,75,2404.5,3.5,4,North,USA,In-Store,Male,13-19,Combination
ORD00557,2023-11-28,Nivea,Haircare,Hair Mask,56.7,0,24,1360.8,5.0,1,North,UK,In-Store,Male,50+,Sensitive
ORD00558,2023-12-05,Nykaa,Skincare,Sunscreen,114.32,15,99,11317.68,4.3,28,West,UAE,Online,Unisex,20-29,Normal
ORD00559,2023-12-10,Nivea,Makeup,Eyeliner,66.68,25,70,4667.6,4.9,16,West,India,In-Store,Unisex,30-39,Sensitive
ORD00560,2024-08-14,Nykaa,Bath & Body,Body Lotion,64.01,15,81,5184.81,4.4,15,East,India,Online,Male,13-19,Combination
ORD00561,2023-06-19,Nivea,Fragrance,Body Mist,65.98,20,42,2771.16,4.5,9,South,Germany,Online,Male,30-39,Oily
ORD00562,2024-05-23,Maybelline,Haircare,Hair Serum,95.12,5,40,3804.8,3.2,9,East,UAE,In-Store,Female,50+,Combination
ORD00563,2023-02-08,Revlon,Makeup,Lipstick,53.03,5,81,4295.43,4.3,5,North,UAE,Online,Male,50+,Dry
ORD00564,2024-06-20,The Body Shop,Makeup,Mascara,99.49,10,57,5670.93,3.8,7,East,USA,Online,Unisex,20-29,Dry
ORD00565,2024-06-18,Sugar Cosmetics,Skincare,Serum,61.81,0,48,2966.88,4.5,3,North,UK,Online,Unisex,50+,Oily
ORD00566,2023-04-16,L'Oreal,Haircare,Hair Serum,92.44,10,49,4529.56,3.2,4,North,Germany,In-Store,Unisex,20-29,Combination
ORD00567,2023-10-11,Lakme,Makeup,Foundation,21.77,15,88,1915.76,4.3,23,West,India,In-Store,Female,20-29,Combination
ORD00568,2024-07-27,Himalaya,Skincare,Moisturizer,98.25,0,19,1866.75,3.8,2,South,Germany,In-Store,Unisex,30-39,Combination
ORD00569,2023-09-08,Himalaya,Makeup,Mascara,32.24,0,29,934.96,2.7,4,North,UK,In-Store,Unisex,40-49,Oily
ORD00570,2024-11-22,The Body Shop,Makeup,Lipstick,99.94,0,73,7295.62,4.3,21,North,UAE,Online,Female,40-49,Normal
ORD00571,2024-10-06,Himalaya,Makeup,Blush,41.23,25,40,1649.2,4.4,10,Central,UK,In-Store,Male,20-29,Sensitive
ORD00572,2023-05-15,Himalaya,Skincare,Serum,15.0,0,50,750.0,4.1,4,West,India,In-Store,Male,40-49,Normal
ORD00573,2024-09-23,MAC,Makeup,Foundation,103.48,10,277,28663.96,4.1,65,East,UAE,Online,Unisex,30-39,Combination
ORD00574,2023-03-08,L'Oreal,Fragrance,Deodorant,54.39,25,56,3045.84,4.3,5,North,UK,In-Store,Male,20-29,Combination
ORD00575,2023-05-11,Himalaya,Haircare,Hair Mask,84.19,0,22,1852.18,4.1,1,West,India,In-Store,Unisex,13-19,Combination
ORD00576,2024-08-27,Sugar Cosmetics,Bath & Body,Soap,12.78,20,152,1942.56,3.6,11,South,Germany,Online,Unisex,20-29,Normal
ORD00577,2023-08-02,Revlon,Fragrance,Perfume,29.02,20,15,435.3,3.1,0,West,Germany,In-Store,Unisex,20-29,Dry
ORD00578,2023-04-28,The Body Shop,Skincare,Face Mask,48.75,25,77,3753.75,4.6,11,East,Germany,Online,Male,20-29,Combination
ORD00579,2023-04-22,Himalaya,Fragrance,Perfume,53.19,20,182,9680.58,4.7,16,East,UAE,Online,Female,20-29,Dry
ORD00580,2024-11-07,MAC,Bath & Body,Body Lotion,61.51,0,103,6335.53,4.2,18,West,Germany,In-Store,Male,50+,Sensitive
ORD00581,2024-11-28,Nykaa,Fragrance,Perfume,16.5,15,95,1567.5,3.8,8,East,Germany,In-Store,Male,30-39,Oily
ORD00582,2024-06-06,Himalaya,Bath & Body,Body Lotion,83.97,20,25,2099.25,4.5,2,South,UK,Online,Male,50+,Oily
ORD00583,2023-04-23,Revlon,Skincare,Face Mask,62.41,10,41,2558.81,4.0,7,North,USA,In-Store,Unisex,50+,Normal
ORD00584,2024-01-26,Sugar Cosmetics,Haircare,Hair Serum,76.53,20,25,1913.25,4.2,6,Central,USA,Online,Male,20-29,Dry
ORD00585,2024-03-03,Revlon,Bath & Body,Soap,99.1,0,153,15162.3,2.7,37,East,USA,Online,Female,13-19,Oily
ORD00586,2023-05-20,Sugar Cosmetics,Makeup,Eyeliner,55.8,0,43,2399.4,3.5,6,South,UAE,In-Store,Unisex,50+,Normal
ORD00587,2024-06-05,The Body Shop,Bath & Body,Body Wash,97.01,20,47,4559.47,3.8,8,Central,UAE,In-Store,Male,20-29,Dry
ORD00588,2024-08-14,L'Oreal,Fragrance,Body Mist,116.26,25,95,11044.7,3.6,13,South,Germany,In-Store,Male,50+,Sensitive
ORD00589,2024-08-04,L'Oreal,Haircare,Shampoo,97.05,25,58,5628.9,3.4,7,East,India,In-Store,Unisex,13-19,Dry
ORD00590,2024-06-13,The Body Shop,Bath & Body,Hand Cream,46.59,0,27,1257.93,3.6,6,Central,Germany,Online,Female,40-49,Oily
ORD00591,2023-02-24,Himalaya,Bath & Body,Hand Cream,79.84,15,3,239.52,3.9,0,Central,India,In-Store,Male,50+,Normal
ORD00592,2023-12-28,Sugar Cosmetics,Bath & Body,Hand Cream,97.13,10,184,17871.92,3.6,44,East,USA,Online,Unisex,50+,Combination
ORD00593,2024-10-06,L'Oreal,Bath & Body,Hand Cream,71.29,25,53,3778.37,4.5,9,Central,USA,Online,Unisex,30-39,Sensitive
ORD00594,2023-03-26,The Body Shop,Skincare,Face Wash,19.42,0,78,1514.76,4.8,7,Central,India,In-Store,Male,20-29,Sensitive
ORD00595,2023-01-15,Lakme,Haircare,Hair Oil,25.81,0,82,2116.42,4.2,19,Central,USA,Online,Unisex,40-49,Combination
ORD00596,2024-05-11,Nykaa,Makeup,Mascara,72.87,0,58,4226.46,4.1,12,Central,India,In-Store,Female,20-29,Sensitive
ORD00597,2024-01-28,Sugar Cosmetics,Makeup,Eyeliner,21.31,5,96,2045.76,3.4,9,West,USA,Online,Unisex,30-39,Oily
ORD00598,2023-06-21,L'Oreal,Haircare,Shampoo,39.72,25,95,3773.4,3.8,26,West,UAE,In-Store,Male,50+,Dry
ORD00599,2024-04-30,Sugar Cosmetics,Fragrance,Body Mist,62.33,10,12,747.96,4.1,1,South,Germany,In-Store,Female,30-39,Normal
ORD00600,2024-06-26,Revlon,Fragrance,Body Mist,99.15,0,33,3271.95,3.6,7,North,Germany,In-Store,Male,50+,Combination
ORD00601,2023-04-11,Lakme,Haircare,Hair Oil,33.9,10,90,3051.0,3.1,10,Central,UAE,In-Store,Unisex,20-29,Sensitive
ORD00602,2024-11-24,Revlon,Makeup,Blush,25.34,0,106,2686.04,4.3,12,East,Germany,Online,Unisex,13-19,Oily
ORD00603,2024-06-21,Maybelline,Skincare,Serum,80.45,0,13,1045.85,4.4,1,West,UK,Online,Unisex,30-39,Combination
ORD00604,2024-09-26,L'Oreal,Makeup,Lipstick,13.34,0,85,1133.9,3.4,4,North,Germany,Online,Unisex,13-19,Oily
ORD00605,2024-01-20,MAC,Skincare,Face Mask,33.37,0,6,200.22,3.8,1,North,USA,In-Store,Male,40-49,Oily
ORD00606,2024-11-14,Sugar Cosmetics,Fragrance,Deodorant,7.56,15,71,536.76,4.4,19,East,USA,Online,Male,13-19,Normal
ORD00607,2023-09-22,L'Oreal,Fragrance,Deodorant,41.06,10,39,1601.34,3.7,7,South,UAE,Online,Male,20-29,Sensitive
ORD00608,2023-04-22,The Body Shop,Fragrance,Perfume,10.87,0,79,858.73,4.5,20,Central,UAE,Online,Unisex,13-19,Normal
ORD00609,2023-03-16,L'Oreal,Haircare,Shampoo,119.72,0,77,9218.44,3.9,6,Central,UK,In-Store,Female,40-49,Dry
ORD00610,2023-09-30,Sugar Cosmetics,Skincare,Moisturizer,5.62,0,32,179.84,4.2,4,East,UAE,Online,Unisex,40-49,Normal
ORD00611,2024-07-07,Maybelline,Fragrance,Deodorant,79.56,5,128,10183.68,4.8,7,North,UAE,In-Store,Female,50+,Sensitive
ORD00612,2024-02-15,Lakme,Haircare,Hair Oil,100.94,0,78,7873.32,5.0,20,North,UK,In-Store,Female,40-49,Combination
ORD00613,2023-02-10,Nivea,Makeup,Foundation,71.67,20,101,7238.67,5.0,14,South,UK,In-Store,Female,30-39,Normal
ORD00614,2023-05-24,Nykaa,Skincare,Serum,29.78,0,33,982.74,4.2,3,South,India,Online,Male,40-49,Oily
ORD00615,2024-06-30,The Body Shop,Bath & Body,Hand Cream,119.49,25,107,12785.43,4.3,21,North,India,In-Store,Female,30-39,Oily
ORD00616,2024-10-31,Nykaa,Fragrance,Perfume,9.24,25,170,1570.8,3.7,24,Central,USA,Online,Female,13-19,Dry
ORD00617,2024-04-27,L'Oreal,Fragrance,Body Mist,113.18,0,50,5659.0,3.2,11,South,USA,Online,Female,13-19,Combination
ORD00618,2023-06-24,Himalaya,Skincare,Serum,78.89,0,26,2051.14,3.7,5,North,India,In-Store,Unisex,50+,Dry
ORD00619,2023-12-12,Sugar Cosmetics,Skincare,Sunscreen,23.98,20,36,863.28,5.0,9,East,India,Online,Male,20-29,Oily
ORD00620,2023-03-06,Revlon,Bath & Body,Body Wash,22.86,0,137,3131.82,4.5,34,East,USA,In-Store,Female,30-39,Sensitive
ORD00621,2024-08-18,Nykaa,Makeup,Eyeliner,115.43,0,20,2308.6,5.0,1,South,India,In-Store,Female,13-19,Normal
ORD00622,2023-07-03,L'Oreal,Skincare,Moisturizer,70.0,0,66,4620.0,3.9,13,Central,UK,In-Store,Unisex,40-49,Dry
ORD00623,2024-06-19,Lakme,Makeup,Foundation,44.53,25,24,1068.72,3.9,6,West,USA,Online,Unisex,13-19,Sensitive
ORD00624,2023-04-01,Himalaya,Makeup,Eyeliner,106.3,10,17,1807.1,4.4,4,East,UAE,Online,Unisex,20-29,Dry
ORD00625,2024-09-25,Maybelline,Skincare,Face Mask,26.01,15,22,572.22,4.6,6,Central,Germany,Online,Male,20-29,Combination
ORD00626,2023-06-02,Maybelline,Skincare,Sunscreen,6.51,25,60,390.6,4.5,9,West,USA,Online,Unisex,13-19,Oily
ORD00627,2024-03-21,Nykaa,Haircare,Hair Oil,102.14,10,43,4392.02,3.7,12,East,Germany,In-Store,Female,13-19,Oily
ORD00628,2023-01-30,MAC,Bath & Body,Body Wash,98.59,25,42,4140.78,3.6,4,Central,India,Online,Female,40-49,Sensitive
ORD00629,2023-07-23,Sugar Cosmetics,Bath & Body,Hand Cream,29.84,15,8,238.72,3.9,0,South,India,In-Store,Female,13-19,Dry
ORD00630,2023-08-14,Sugar Cosmetics,Fragrance,Perfume,20.23,0,47,950.81,4.3,11,West,Germany,In-Store,Female,40-49,Dry
ORD00631,2023-07-02,The Body Shop,Makeup,Blush,41.17,20,20,823.4,3.5,2,East,USA,In-Store,Unisex,20-29,Combination
ORD00632,2023-05-11,Revlon,Haircare,Conditioner,44.57,0,34,1515.38,4.1,8,Central,India,In-Store,Female,13-19,Normal
ORD00633,2023-12-18,MAC,Fragrance,Deodorant,20.19,5,92,1857.48,3.8,6,East,Germany,Online,Unisex,50+,Dry
ORD00634,2024-02-26,Maybelline,Bath & Body,Body Wash,59.69,25,75,4476.75,2.9,6,South,Germany,In-Store,Male,30-39,Oily
ORD00635,2023-09-11,Nykaa,Fragrance,Body Mist,70.94,15,17,1205.98,4.0,2,West,Germany,Online,Unisex,20-29,Sensitive
ORD00636,2023-02-11,L'Oreal,Skincare,Serum,60.08,25,46,2763.68,3.5,11,Central,India,In-Store,Unisex,40-49,Normal
ORD00637,2023-09-04,The Body Shop,Skincare,Serum,9.67,0,16,154.72,2.6,3,Central,India,In-Store,Female,20-29,Combination
ORD00638,2023-01-17,Maybelline,Haircare,Conditioner,81.06,25,71,5755.26,4.2,13,East,USA,In-Store,Unisex,50+,Oily
ORD00639,2024-02-20,MAC,Fragrance,Deodorant,101.29,0,16,1620.64,3.7,3,East,UAE,Online,Unisex,13-19,Normal
ORD00640,2023-10-31,L'Oreal,Haircare,Hair Mask,60.63,20,115,6972.45,4.0,30,East,Germany,Online,Unisex,13-19,Sensitive
ORD00641,2024-11-21,Nivea,Haircare,Shampoo,50.6,15,32,1619.2,2.8,2,North,India,In-Store,Male,40-49,Sensitive
ORD00642,2023-06-29,Revlon,Skincare,Face Wash,25.98,0,165,4286.7,5.0,34,Central,USA,Online,Male,20-29,Sensitive
ORD00643,2023-08-03,Himalaya,Skincare,Serum,29.89,5,4,119.56,4.5,0,East,UK,In-Store,Unisex,40-49,Combination
ORD00644,2023-12-20,Revlon,Skincare,Moisturizer,69.79,25,30,2093.7,3.5,2,West,Germany,Online,Male,50+,Sensitive
ORD00645,2024-01-12,Himalaya,Haircare,Hair Serum,99.61,0,66,6574.26,3.9,12,South,UAE,Online,Female,40-49,Dry
ORD00646,2023-06-18,Maybelline,Haircare,Shampoo,19.73,10,113,2229.49,3.7,8,North,USA,In-Store,Female,20-29,Sensitive
ORD00647,2024-11-29,Sugar Cosmetics,Skincare,Face Wash,68.14,0,67,4565.38,4.3,14,West,UK,In-Store,Male,13-19,Combination
ORD00648,2023-08-26,L'Oreal,Makeup,Lipstick,28.8,15,67,1929.6,3.8,7,West,Germany,In-Store,Unisex,30-39,Normal
ORD00649,2023-11-08,The Body Shop,Bath & Body,Soap,3.08,0,62,190.96,4.2,14,East,USA,In-Store,Female,40-49,Combination
ORD00650,2023-12-28,MAC,Haircare,Shampoo,20.79,10,4,83.16,3.6,0,West,USA,Online,Unisex,50+,Combination
ORD00651,2023-06-15,MAC,Makeup,Foundation,110.73,5,28,3100.44,3.6,4,North,India,In-Store,Unisex,20-29,Normal
ORD00652,2023-07-30,MAC,Haircare,Hair Oil,57.56,0,29,1669.24,4.3,4,East,UK,Online,Male,40-49,Sensitive
ORD00653,2023-05-05,Lakme,Makeup,Blush,72.84,0,110,8012.4,3.8,6,West,UAE,Online,Male,30-39,Dry
ORD00654,2023-12-06,Nivea,Skincare,Face Mask,26.92,10,55,1480.6,2.7,15,West,UK,Online,Unisex,40-49,Combination
ORD00655,2023-05-23,L'Oreal,Skincare,Serum,62.65,0,28,1754.2,4.0,5,East,India,In-Store,Unisex,20-29,Normal
ORD00656,2023-02-26,Revlon,Haircare,Shampoo,54.27,5,39,2116.53,4.2,6,Central,Germany,Online,Male,20-29,Oily
ORD00657,2024-11-24,The Body Shop,Skincare,Face Mask,30.78,0,60,1846.8,3.5,5,Central,UAE,Online,Male,30-39,Sensitive
ORD00658,2024-02-12,Revlon,Bath & Body,Body Lotion,47.43,0,34,1612.62,4.8,2,West,UK,In-Store,Male,13-19,Combination
ORD00659,2024-04-01,Lakme,Haircare,Hair Oil,93.41,0,85,7939.85,3.3,23,South,UAE,In-Store,Male,30-39,Dry
ORD00660,2023-05-23,Sugar Cosmetics,Fragrance,Body Mist,48.32,0,53,2560.96,4.8,5,South,USA,In-Store,Male,50+,Combination
ORD00661,2023-04-01,Sugar Cosmetics,Skincare,Face Mask,43.37,0,72,3122.64,4.1,14,West,UK,In-Store,Female,50+,Normal
ORD00662,2023-07-10,Nykaa,Bath & Body,Body Wash,82.38,20,91,7496.58,3.7,24,East,Germany,In-Store,Female,30-39,Sensitive
ORD00663,2024-04-19,Nivea,Haircare,Hair Serum,89.47,5,21,1878.87,3.4,1,North,India,Online,Male,30-39,Normal
ORD00664,2023-07-03,Sugar Cosmetics,Skincare,Face Wash,86.78,25,92,7983.76,4.9,11,South,India,Online,Male,40-49,Oily
ORD00665,2024-05-07,Himalaya,Bath & Body,Hand Cream,42.78,20,45,1925.1,3.5,6,East,UAE,Online,Male,50+,Sensitive
ORD00666,2024-08-18,MAC,Skincare,Face Wash,100.64,0,79,7950.56,3.9,5,South,UK,In-Store,Unisex,20-29,Combination
ORD00667,2024-01-05,Lakme,Makeup,Lipstick,22.05,20,18,396.9,4.2,2,East,India,In-Store,Male,50+,Oily
ORD00668,2023-04-07,MAC,Bath & Body,Body Wash,61.68,0,43,2652.24,3.0,10,Central,UK,In-Store,Unisex,30-39,Combination
ORD00669,2024-08-16,Nivea,Haircare,Shampoo,91.2,15,91,8299.2,4.1,21,South,India,Online,Unisex,30-39,Combination
ORD00670,2023-06-16,Revlon,Fragrance,Deodorant,9.51,0,21,199.71,5.0,5,South,USA,Online,Female,50+,Sensitive
ORD00671,2024-04-16,Sugar Cosmetics,Bath & Body,Body Lotion,107.78,0,40,4311.2,4.4,4,North,USA,Online,Male,30-39,Combination
ORD00672,2024-09-03,The Body Shop,Haircare,Conditioner,25.3,15,32,809.6,3.4,8,South,UK,Online,Unisex,13-19,Dry
ORD00673,2023-11-11,Nykaa,Makeup,Foundation,17.03,0,59,1004.77,5.0,10,South,USA,Online,Male,13-19,Oily
ORD00674,2023-02-13,Sugar Cosmetics,Skincare,Serum,38.09,5,13,495.17,5.0,1,North,India,Online,Male,13-19,Combination
ORD00675,2024-11-14,Lakme,Skincare,Moisturizer,66.96,0,40,2678.4,4.4,8,North,India,Online,Unisex,20-29,Dry
ORD00676,2023-05-30,Maybelline,Haircare,Shampoo,111.99,10,60,6719.4,4.8,16,Central,UK,In-Store,Female,50+,Sensitive
ORD00677,2023-03-11,Himalaya,Makeup,Blush,49.74,0,70,3481.8,4.3,13,Central,India,Online,Unisex,20-29,Combination
ORD00678,2023-04-12,L'Oreal,Makeup,Blush,57.29,5,134,7676.86,4.4,28,Central,UAE,In-Store,Unisex,50+,Dry
ORD00679,2023-07-05,Maybelline,Fragrance,Body Mist,65.28,15,76,4961.28,4.0,10,West,UAE,Online,Unisex,20-29,Normal
ORD00680,2024-04-22,Maybelline,Skincare,Face Wash,8.89,0,69,613.41,3.8,7,Central,USA,In-Store,Male,30-39,Sensitive
ORD00681,2024-05-20,Revlon,Skincare,Moisturizer,74.83,0,164,12272.12,2.9,41,West,UK,In-Store,Unisex,30-39,Normal
ORD00682,2023-10-25,Sugar Cosmetics,Makeup,Blush,99.02,20,101,10001.02,3.2,25,South,India,In-Store,Unisex,30-39,Dry
ORD00683,2024-02-10,Maybelline,Skincare,Serum,41.4,25,13,538.2,4.0,2,Central,India,Online,Female,40-49,Normal
ORD00684,2023-03-08,MAC,Bath & Body,Body Lotion,101.39,15,23,2331.97,4.7,5,South,UK,Online,Unisex,40-49,Oily
ORD00685,2023-10-13,The Body Shop,Makeup,Eyeliner,48.0,10,34,1632.0,4.2,2,West,UK,In-Store,Unisex,50+,Normal
ORD00686,2023-05-31,Lakme,Fragrance,Body Mist,112.25,25,43,4826.75,3.7,7,North,India,In-Store,Male,40-49,Dry
ORD00687,2023-02-24,Maybelline,Makeup,Lipstick,50.71,0,51,2586.21,4.1,9,West,India,Online,Male,50+,Combination
ORD00688,2024-09-30,Himalaya,Makeup,Mascara,86.63,0,52,4504.76,3.4,10,North,Germany,In-Store,Male,20-29,Combination
ORD00689,2023-09-25,Nivea,Fragrance,Deodorant,112.8,15,42,4737.6,3.9,7,Central,Germany,Online,Female,40-49,Oily
ORD00690,2024-01-21,Revlon,Fragrance,Deodorant,50.18,25,29,1455.22,4.3,4,West,India,Online,Female,50+,Combination
ORD00691,2023-05-18,Sugar Cosmetics,Makeup,Eyeliner,32.87,10,112,3681.44,3.4,24,West,UAE,Online,Unisex,40-49,Sensitive
ORD00692,2024-07-29,The Body Shop,Bath & Body,Soap,80.0,0,7,560.0,3.3,0,Central,India,In-Store,Male,40-49,Sensitive
